"","TG_0","TG_1","TG_2","tKO_0","tKO_1","tKO_2","WT_0","WT_1","WT_2"
"Reep4",28.558,31.6428,30.0988,32.1716,15.131,13.8405,14.0693,14.4701,22.1415
"Reep5",23.3422,19.1856,25.9684,16.4349,12.0504,19.6087,14.431,19.7122,23.1839
"Reep6",0,0.377571,1.06325,0,0,2.34511,0,0,0
"Reg1",0,0,0,0,0,0,0,0,0
"Reg2",0,0,0,0,0,0,0,0,0
"Reg3a",0,0,0,0,0,0,0,0,0
"Reg3b",0,0,0,0,0,0,0,0,0
"Reg3d",0,0,0,0,0,0,0,0,0
"Reg3g",0,0,0,0,0,0,0,0,0
"Reg4",0,0,0,0,0,0,0,0,0
"Rel",56.1414,68.1382,80.4057,101.644,88.9735,90.4428,70.9177,98.5711,66.6425
"Rela",51.4848,62.9151,47.0145,73.0227,38.179,24.3213,49.4468,36.8701,38.1453
"Relb",23.8546,34.4913,23.108,34.0885,22.3038,24.4822,30.4993,22.9317,25.6008
"Rell1",0.920348,0.861789,1.81876,0,0.56265,0,1.20022,0.699499,0.209871
"Rell2",1.48829,0.836143,0,0,0,0,0.776349,2.03609,0
"Reln",0.202737,0.113904,0.641026,0,0,0,0,0,0.0554772
"Relt",7.66229,5.00563,4.92993,4.51666,3.26812,6.21795,3.71808,3.6567,1.70663
"Rem1",0,0,0,0,0,0,0,0,0
"Rem2",0,0,0,0,0,0,0,0,0
"Ren1",0.380197,0,0,0,0,0,0,0,0
"Ren2",0.00143509,0,0,0,0,0,0,0,0
"Renbp",18.7675,13.9972,18.8141,20.1098,5.6196,10.0236,5.17297,6.33126,13.6379
"Rep15",0,0,0,0,0,0,0,0,0
"Repin1",5.19569,4.78883,4.67715,7.49898,1.86025,2.94951,6.35206,5.17741,4.16668
"Reps1",13.6933,17.0667,13.4075,21.4964,5.6595,20.1896,16.16,13.1947,10.1144
"Reps2",0,0,0,0,0,0,0,0,0
"Rer1",38.9322,37.2826,34.9711,44.8553,40.2454,18.5253,35.0783,50.8409,47.9405
"Rere",33.018,33.4739,32.4975,22.3881,11.7813,11.768,21.9481,14.2074,19.6873
"Rerg",0,0,0,0,0,0,0,0,0
"Rergl",0,0,0,0,0,0,0,0,0
"Resp18",0,0,0,0,0,0,0,0,0
"Rest",15.5961,13.2079,19.9426,33.4273,29.445,23.0092,23.9279,23.5329,17.2592
"Ret",0,0,0.31424,0,0,0,0.622123,0,0
"Retn",0,0,0,0,0,0,0,0,0
"Retnla",0,0,0,0,0,0,0,0,0
"Retnlb",0,0,0,0,0,0,0,0,0
"Retnlg",0,0,0,0,0,0,0,0,0
"Retsat",2.68513,3.01709,1.06125,1.7015,7.87939,4.68481,1.40066,2.44896,3.6738
"Rev1",4.01765,5.80429,3.17581,8.00136,8.0001,5.00693,3.29333,3.92601,4.24052
"Rev3l",1.73746,2.12753,0.880384,1.69382,3.10485,4.27503,1.39434,2.9458,0.97526
"Rex2",0,0,0,0,0,0,0,0,0
"Rexo1",9.23466,7.26362,10.5845,2.92589,7.45215,6.44478,5.78057,5.26402,4.54857
"Rexo2",89.593,83.1391,105.387,94.6215,84.1145,116.306,80.6735,75.3898,80.9913
"Rexo4",26.6689,27.385,34.5442,28.4024,30.4157,27.3705,30.9793,30.6595,37.715
"Rfc1",25.7891,24.0518,32.6166,22.225,24.9734,26.0971,23.4075,31.5179,29.7804
"Rfc2",109.01,114.333,107.711,103.167,106.455,104.977,84.9264,83.9278,85.7118
"Rfc3",78.6041,75.5365,74.4878,104.862,133.203,104.26,61.1445,67.0788,84.2761
"Rfc4",73.4754,61.2726,50.8209,61.1098,160.023,176.267,75.4571,126.697,127.546
"Rfc5",66.7646,69.3663,67.4749,75.3414,50.3213,71.8063,50.0934,38.9266,40.0428
"Rfesd",1.43112,1.51835,0.854503,2.7401,3.17225,0,2.25563,1.47891,4.73306
"Rffl",2.61389,2.38738,2.23931,5.52132,0,1.26677,0.738697,1.30279,1.98694
"Rfk",11.4442,16.361,8.07702,14.2449,17.2411,12.4794,14.9243,15.3769,22.9279
"Rfng",6.32222,7.17217,2.88317,4.62258,6.24355,0,7.61055,1.10887,1.99617
"Rfpl3s",0,0,0,0,0,0,0,0,0
"Rfpl4",0,0,0,0,0,0,0,0,0
"Rfpl4b",0,0,0,0,0,0,0,0,0
"Rft1",3.22667,2.41708,0.85019,4.08933,1.57809,5.62966,1.68315,4.90478,3.5318
"Rftn1",112.013,116.297,133.876,103.347,70.341,53.1574,84.6066,60.8877,58.36
"Rftn2",1.07317,0.753669,1.06038,1.70011,0.492059,0,0.349879,0.917607,0.18354
"Rfwd2",3.16858,3.64132,0.759001,4.86752,4.57859,5.02573,4.00691,3.50289,4.99212
"Rfwd3",30.4402,31.1789,33.4434,38.9962,53.2082,49.8503,37.5471,48.8605,41.498
"Rfx1",15.3783,18.1373,12.9911,23.8042,14.2098,20.4816,18.6769,13.9186,16.8646
"Rfx2",0.605814,1.4895,1.79612,0.959829,0.555526,0,0.79009,0.345255,0.207099
"Rfx3",1.55633,1.09299,2.25541,0,0.570872,0,2.4374,1.30115,0.567834
"Rfx4",0.124675,0,0,0,0,0,0.395628,0,0
"Rfx5",4.90943,4.92544,6.92987,6.6664,6.00271,7.138,7.31697,6.13007,3.67841
"Rfx6",0,0.20109,0,0,0,0,0,0,0
"Rfx7",8.18892,9.15121,9.21347,7.19659,6.79682,9.3859,9.19807,9.54026,8.50532
"Rfx8",0,0,0,0,0,0,0,0,0
"Rfxank",3.64672,3.98384,2.13507,3.42378,1.98148,5.89148,3.52268,3.38752,2.58738
"Rfxap",7.84433,10.0161,11.2739,15.0629,13.0789,12.442,11.7797,8.67197,7.48032
"Rgag1",0,0,0,0,0,0,0,0,0
"Rgag4",0.225799,0,0,0,0,0,0,0.514848,0.308939
"Rgcc",4.5758,3.67231,5.16715,4.14225,2.39776,0,3.40987,4.47143,4.47188
"Rgl1",1.26468,0.532897,0.499842,0.801396,0.463893,2.20652,1.64926,0,1.0382
"Rgl2",3.23363,2.62947,3.36325,2.15692,2.49709,1.48468,8.43391,1.55222,1.62999
"Rgl3",0,0,0,0,0,0,0,0,0
"Rgma",0.137713,0,0,0,0,0,0,0,0
"Rgmb",0.766695,0.807647,0,2.42918,1.40614,5.01627,1.99968,0.437037,0
"Rgn",0,0,0,0,0,0,0,0,0
"Rgp1",3.53718,3.23513,4.87677,3.64883,1.50868,1.43521,5.14918,3.18855,4.27684
"Rgr",0,0,0,0,0,0,0,0,0
"Rgs1",2.47714,4.05903,3.26349,0,1.51439,0,0,1.88272,1.12975
"Rgs10",10.3725,9.71184,13.6652,0,2.53648,0,7.21426,9.4602,4.73058
"Rgs11",0,0.362721,0,1.63646,0,0,4.04137,2.35535,0
"Rgs12",1.74086,1.49206,1.74937,1.12191,1.06237,0.772249,0.92358,0.807377,0.121119
"Rgs13",0,0.505155,1.42151,0,0,0,0,0,0
"Rgs14",7.13821,10.9374,6.83939,10.9656,7.14094,11.322,7.89844,5.91851,5.03124
"Rgs16",1.96594,1.53403,0.863336,0,0,0,0.569726,0,0
"Rgs17",0.235264,0.0823264,0.232456,0,0,0,0.153315,0,0
"Rgs18",2.81144,0,0,0,1.03125,0,3.66637,0.641039,1.15399
"Rgs19",165.399,148.468,186.291,175.574,74.3075,37.2126,136.091,66.7418,106.564
"Rgs2",1.8261,0.699509,1.31224,3.15588,0.608934,0,0.432983,1.13556,0.454269
"Rgs20",0,0,0,0,0,0,0,0,0
"Rgs21",0,0,0,0,0,0,0,0,0
"Rgs22",0,0,0,0,0,0,0,0,0
"Rgs3",1.82056,1.09572,1.40516,1.67078,0.483523,0,0.613791,1.20237,0.360747
"Rgs4",0,0,0,0,0,1.48414,0,0,0
"Rgs5",0,0,0,0,0,0,0,0,0
"Rgs6",0,0,0,0,0,0,0,0,0
"Rgs7",0.210932,0,0,0,0,0,0,0,0
"Rgs7bp",0.165689,0,0,0,0,0,0,0,0
"Rgs8",0,0,0,0,0,0,0,0,0
"Rgs9",0,0.286533,0,1.29272,0,0,0,0.465151,0
"Rgs9bp",0,0,0,0,0,0,0,0,0
"Rgsl1",0,0,0,0,0,0,0,0,0
"Rhag",0,0,0,0,0,0,0,0,0
"Rhbdd1",3.0992,4.3531,2.78393,5.35611,5.16742,2.45783,4.04166,2.56963,2.12015
"Rhbdd2",1.52647,1.48433,1.39226,1.48814,0.861418,0,0.612512,0.267733,0.642624
"Rhbdd3",6.07734,2.59762,4.17721,6.69757,2.42338,2.30482,3.44566,3.61482,4.66506
"Rhbdf1",0.340507,0.999872,1.40683,4.51138,0,3.10531,2.32103,1.2174,1.46104
"Rhbdf2",22.4753,16.925,17.1237,6.00568,6.45616,7.08666,18.7159,11.1136,12.2262
"Rhbdl1",0.694674,0,0,0,0,0,0.905919,0,0
"Rhbdl2",0,0,0,0,0,0,0,0,0
"Rhbdl3",0,0,0,0.828363,0,0,0,0,0
"Rhbg",0.544872,0,0,0,0,0,0,0,0.745495
"Rhcg",0,0,0,0,0,0,0,0,0
"Rhd",0.355007,0,0,0,0,0,0,0,0
"Rheb",37.0781,44.1415,48.8482,31.3274,14.2482,18.4832,28.5515,28.1808,27.0562
"Rhebl1",0.921163,3.88132,3.64073,2.91859,6.75778,0,6.00641,6.30106,6.93186
"Rhno1",11.573,12.1311,13.0276,14.5751,11.9816,11.9812,9.39144,7.34515,10.0483
"Rho",0,0,0,0,0,0,0,0,0
"Rhoa",201.47,178.219,173.228,190.273,189.193,200.682,203.368,223.062,241.859
"Rhob",13.1146,13.5727,23.6432,7.28984,7.59558,4.01428,15.6024,6.29533,4.40717
"Rhobtb1",0.340225,1.09391,0.88293,0,0,0,0.287539,0.258532,0.310317
"Rhobtb2",7.6922,6.50858,10.6224,9.98363,4.4193,4.85088,6.28469,8.02994,6.72046
"Rhobtb3",0,0,0,0,0,0.858667,0,0,0
"Rhoc",0.544362,0,0,0,0,0,0,0,0
"Rhod",0,0.575783,0,0,0,0,0,0,0
"Rhof",22.083,24.2738,24.6658,28.8995,37.8596,56.5367,40.0671,31.1961,18.0627
"Rhog",131.108,129.946,133.444,102.808,164.057,126.231,132.664,145.971,140.986
"Rhoh",14.1054,19.5369,11.6144,9.3107,10.4198,11.1087,13.0296,12.0607,11.3918
"Rhoj",0,0,0,0,0,0,0,0,0
"Rhoq",1.42666,2.83877,2.81931,1.50674,1.30827,3.11142,1.8605,2.43971,1.95196
"Rhot1",8.64573,7.65191,7.95748,6.00384,14.336,12.3981,11.7704,8.10125,15.232
"Rhot2",14.4834,18.3336,19.7878,14.7298,13.1176,10.919,17.2555,8.96945,9.29654
"Rhou",0.147239,0,0,0,0,0,0,0,0
"Rhov",0,0,0,0,0,0,0,0,0
"Rhox1",0,0,0,0,0,0,0,0,0
"Rhox10",0,0,0,0,0,0,0,0,0
"Rhox11",0,0,0,0,0,0,0,0,0
"Rhox12",0,0,0,0,0,0,0,0,0
"Rhox13",0,0,1.7495,0,0,0,0,0,0
"Rhox2a",0,0,0,0,0,0,0,0,0
"Rhox2b",0,0,0,0,0,0,0,0,0
"Rhox2c",0,0,0,0,0,0,0,0,0
"Rhox2d",0,0,0,0,0,0,0,0,0
"Rhox2e",0,0,0,0,0,0,0,0,0
"Rhox2f",0,0,0,0,0,0,0,0,0
"Rhox2g",0,0,0,0,0,0,0,0,0
"Rhox2h",0,0,0,0,0,0,0,0,0
"Rhox3a",0,0,0,0,0,0,0,0,0
"Rhox3c",0,0,0,0,0,0,0,0,0
"Rhox3e",0,0,0,0,0,0,0,0,0
"Rhox3f",0,0,0,0,0,0,0,0,0
"Rhox3g",0,0,0,0,0,0,0,0,0
"Rhox3h",0,0,0,0,0,0,0,0,0
"Rhox4a",0,0,0,0,0,0,0,0,0
"Rhox4b",0,0,0,0,0,0,0,0,0
"Rhox4c",0,0,0,0,0,0,0,0,0
"Rhox4d",0,0,0,0,0,0,0,0,0
"Rhox4e",0,0,0,0,0,0,0,0,0
"Rhox4f",0,0,0,0,0,0,0,0,0
"Rhox4g",0,0,0,0,0,0,0,0,0
"Rhox5",0,0,0,0,0,0,0,0,0
"Rhox6",0,0,0,0,0,0,0,0,0
"Rhox7",0,0,0,0,0,0,0,0,0
"Rhox8",0,0,0,0,0,0,0,0,0
"Rhox9",0,0,0,0,0,0,0,0,0
"Rhpn1",0,0,0,0,0,0,0,0,0
"Rhpn2",0,0.606622,0,0,0,1.25589,0,0,0
"Rian",0,0,0,0,0,0,0,0,0
"Ribc1",2.85747,1.50501,4.23511,4.52677,3.93052,9.3478,1.8632,1.62884,1.9548
"Ribc2",0,0,0,0,0,0,0,0,0
"Ric3",0.0920185,0,0,0,0,0,0,0,0
"Ric8",12.9768,10.1785,8.6591,9.6114,4.9455,11.7615,10.1098,12.2966,12.2209
"Ric8b",0.803451,0.846383,1.58785,0,2.21053,2.56248,1.30979,0.915994,2.94724
"Rictor",4.55326,3.37736,4.04404,4.53866,3.19021,3.12412,2.53527,4.43274,3.35989
"Rif1",16.9037,15.2236,16.2028,20.2842,26.7791,33.3136,20.6525,32.268,31.426
"Riiad1",0,0,0,0,0,0,0,0,0
"Rilp",0,0,0,0,0,0,0,0,0
"Rilpl1",1.36566,0.959065,0.899587,0,0.834888,0,0.593648,0,0
"Rilpl2",56.3383,57.491,55.6668,105.985,17.7592,57.5946,49.3629,48.1716,48.1764
"Rimbp2",0,0,0,0,0,0,0,0,0
"Rimbp3",0,0,0,0,0,0,0,0,0
"Rimkla",0,0,0,0,0,0,0,0,0
"Rimklb",0,0,0,0,0,0,0,0,0
"Rims1",0,0,0,0,0,0,0,0,0
"Rims2",0,0,0,0,0,0,0.1716,0,0
"Rims3",0,0,0,0,2.20314,0,0,0,0
"Rims4",0,0,0,0,0,0,0,0,0
"Rin1",0.117273,0.164718,0,0,0,0,0,0,0
"Rin2",0.41846,0,0.413472,0,0,0,0,0,0
"Rin3",8.14254,12.1515,10.0569,11.287,2.88742,2.28899,6.96848,8.41268,5.39634
"Ring1",6.86623,11.4298,14.0713,11.2803,8.39527,2.21846,14.592,7.53796,10.4382
"Rinl",2.79029,1.22472,2.06777,1.10509,2.55875,3.04268,0,0.397636,1.67024
"Rint1",8.51983,6.62438,7.81697,6.74851,6.13865,6.63605,6.34894,7.63171,8.74265
"Riok1",25.1132,23.1719,26.8062,16.2621,26.223,23.9866,28.2079,33.437,25.5818
"Riok2",24.7393,19.45,17.8336,20.705,21.1168,38.0053,17.45,22.7052,25.333
"Riok3",14.4159,14.9495,13.3122,15.3673,12.849,15.2791,11.5961,15.9741,10.3228
"Ripk1",16.3928,15.0957,11.1558,9.631,16.7249,11.3646,13.0248,12.1291,16.0417
"Ripk2",17.0003,13.4793,15.1721,3.47506,8.04623,11.96,12.8729,10.6285,5.62739
"Ripk3",47.0847,41.2362,40.9151,35.1016,50.7976,34.1707,49.1223,53.588,40.5475
"Ripk4",0,0.195506,0,0,0,0,0,0,0.190445
"Ripply1",0,0,0,0,0,0,0,0,0
"Ripply2",0,0,0,0,0,0,0,0,0
"Ripply3",0.701996,0.492984,0,0,0,0,0,0,0
"Rit1",3.43349,4.25472,3.99082,3.83907,5.92629,0,4.21377,7.36781,5.18526
"Rit2",0,0,0,0,0,0,0,0,0
"Rita1",3.40226,0.955616,2.68947,4.31189,1.24789,0,1.77468,1.55143,4.65502
"Rlbp1",0,0,0,0,0,0,0,0,0
"Rlf",5.40359,3.58974,9.23533,10.1798,9.91037,10.1922,8.5704,12.6538,8.79192
"Rlim",12.4372,12.9434,15.791,17.9674,15.8372,17.4271,17.6479,20.8646,18.78
"Rln1",0,0,0,0,0,0,0,0,0
"Rln3",0,0,0,0,0,0,0,0,0
"Rltpr",11.1325,17.0576,15.1997,30.7829,12.6217,8.82871,19.5331,13.8455,6.36956
"Rmdn1",3.61994,4.30213,7.70386,3.52903,5.10699,7.28746,6.5364,3.80948,2.6669
"Rmdn2",0.873457,1.2268,1.15073,3.68992,0,0,0,0.66386,0.398356
"Rmdn3",11.5911,17.5571,12.5758,5.76079,2.501,9.91339,8.29892,7.77325,10.5727
"Rmi1",22.9244,33.934,23.8729,32.1647,29.7231,35.9028,26.4777,24.7343,44.2969
"Rmi2",16.0745,19.9867,11.9772,15.8635,10.6325,6.89644,17.5261,9.91395,14.2415
"Rmnd1",2.8285,0.00196229,0.00194196,1.79235,1.03751,2.46747,2.21312,1.93479,1.16094
"Rmnd5a",5.00247,6.69699,4.63392,5.44835,5.44748,4.77309,5.3005,3.38622,4.3847
"Rmnd5b",11.7536,15.0077,16.8924,6.7709,8.8186,9.3213,11.1475,14.0089,10.5991
"Rmrp",3044.2,2719.68,4327.77,3596.5,9505.04,8902.16,14160.1,9398.6,5655.41
"Rmst",0,0,0,1.18821,0,0,0,0,0
"Rn4.5s",0,0,0,0,0,0,0,0,0
"Rn45s",146.753,76.4979,108.61,155.252,439.021,394.969,279.568,282.525,154.017
"Rnase1",0,0,0,0,0,0,0,0,0
"Rnase10",0,0,0,0,0,0,0,0,0
"Rnase11",0,0,0,0,0,0,0,0,0
"Rnase12",2.70912,0,0,0,0,0,0,0,0
"Rnase13",0,0,0,0,0,0,0,0,0
"Rnase2a",0,0,0,0,0,0,0,0,0
"Rnase2b",0,0,0,0,0,0,0,0,0
"Rnase4",0.352858,0,0,0,0,0,0,0,0
"Rnase6",28.9301,29.3453,48.7009,3.39487,7.86057,4.67362,36.3302,36.6466,41.7813
"Rnase9",0,0,0,0,0,0,0,0,0
"Rnaseh1",11.5048,13.6729,8.80065,22.208,9.99837,9.71244,19.3832,11.8467,13.3413
"Rnaseh2a",36.927,30.9062,31.9885,48.0817,44.5318,24.2706,35.6225,27.1048,40.4882
"Rnaseh2b",42.6784,46.3903,35.2025,37.6268,49.0061,22.6624,44.5253,46.5403,44.1754
"Rnaseh2c",99.4866,107.362,86.9186,185.809,142.128,109.627,90.135,76.4095,67.3426
"Rnasek",115.118,121.252,100.621,77.1561,77.1439,135.187,83.7234,80.7637,81.7815
"Rnasel",1.02296,1.14946,0.808616,0.648227,1.87615,1.78479,0.533615,1.39948,0.979736
"Rnaset2a",18.3698,9.45804,16.9405,15.5202,2.2426,0,11.178,4.18559,3.34789
"Rnaset2b",8.61005,8.86793,9.07458,10.912,2.10548,0,4.49132,3.92637,6.28283
"Rnd1",0,0.327033,0.920255,0,0,0,0,0,0.637143
"Rnd2",0,0,0,0,0,0,0,0,0
"Rnd3",0.710057,0.747986,0,0,0,1.54857,0,0,0.728627
"Rnf10",47.8806,53.0811,52.5314,48.7076,38.1803,32.1302,49.702,25.1938,29.5783
"Rnf103",4.71788,5.13022,3.60901,4.82194,2.23297,2.65529,7.14489,3.8171,2.49872
"Rnf11",1.4484,1.01717,0.954088,1.52969,2.65641,0,1.25923,2.20167,1.32114
"Rnf111",13.9481,14.4134,14.9631,20.2024,15.3488,24.3356,16.3706,11.8126,13.9039
"Rnf112",0,0,0,0,0,0,0,0,0
"Rnf113a1",6.57193,8.5202,1.99803,9.61032,11.126,17.6403,5.27409,13.8321,11.0667
"Rnf113a2",16.2231,8.3362,12.511,17.5516,18.8683,10.3555,19.6084,17.142,22.1966
"Rnf114",32.2978,32.737,26.9779,23.2093,15.8775,18.8804,29.0928,25.0537,21.4117
"Rnf115",34.1027,39.9685,28.5636,31.4848,23.1957,13.7913,23.5619,20.0832,29.9733
"Rnf121",10.5032,8.13899,12.883,6.88511,10.628,15.7975,4.72314,5.78065,2.47767
"Rnf122",2.50773,0.782724,1.10126,0.882825,2.04411,1.21536,1.0901,2.22363,1.52493
"Rnf123",9.18044,9.8699,8.51108,7.18201,4.98882,5.93235,10.3463,7.49433,6.04775
"Rnf125",0,1.73345,0,0,0,0,0,0,0
"Rnf126",52.8367,62.8285,57.6527,47.2437,42.8043,28.2777,58.3358,35.4769,35.0369
"Rnf128",0.365753,0,0,0,0,0,0,0,0
"Rnf13",18.3337,15.7307,16.1073,9.68706,18.6851,1.64304,29.2109,39.4825,29.2649
"Rnf130",29.1798,33.0376,23.9941,38.4219,34.7687,33.0589,39.5603,32.8588,32.665
"Rnf133",0,0,0,0,0,0,0,0,0
"Rnf135",6.09852,2.60692,6.28782,10.0813,0.972599,13.8786,5.53254,6.65036,2.90227
"Rnf138",8.65332,8.10314,5.81686,10.1544,11.1681,18.8736,8.77834,10.021,11.8683
"Rnf138rt1",0,0,0,0,0,0,0,0,0
"Rnf139",6.07012,6.63125,4.88707,7.12313,6.18489,5.88372,3.51822,3.8446,4.30638
"Rnf14",9.76301,5.64347,6.87558,6.96786,8.43269,6.05357,12.1253,8.30677,6.19666
"Rnf141",4.96493,7.84474,7.35863,0,15.9353,10.8281,1.61868,4.24523,9.34043
"Rnf144a",1.40666,1.33689,2.24084,2.41271,0.698179,0.83026,5.15682,1.51919,2.18121
"Rnf144b",0,0,0,0,0.393669,0,0,0,0
"Rnf145",10.3466,14.3884,13.4661,11.2459,6.45328,11.8181,16.4141,11.1826,6.9595
"Rnf146",6.09297,6.16849,6.93892,5.70596,9.20541,10.9493,7.63455,8.58311,8.92842
"Rnf148",0,0,0,0,0,0,0,0,0
"Rnf149",4.38383,4.98449,2.47519,1.32282,1.53145,5.46327,1.08894,1.90393,2.28494
"Rnf150",0,0.0690401,0,0,0,0,0,0,0
"Rnf151",0,0,0,0,0,0,0,0,0
"Rnf152",0,0,0,0,0,0,0,0,0
"Rnf157",7.32633,5.43918,9.92777,5.30574,6.52642,6.39122,3.54871,2.14777,3.86637
"Rnf165",0,0,0,0,0,0,0,0,0
"Rnf166",5.30368,6.20766,9.31637,11.2027,3.24238,10.2816,6.14799,1.34366,2.0157
"Rnf167",8.80811,12.3712,6.9625,26.7911,27.1394,27.6619,17.4596,12.8534,12.0513
"Rnf168",5.24762,5.68153,2.16044,2.77107,6.81722,4.76857,5.13253,6.23185,4.78654
"Rnf169",2.61366,3.01217,2.64872,2.12335,2.94987,0.584631,2.97147,2.4449,1.37539
"Rnf17",0.094251,0.529529,0.37251,0.597246,0,1.64442,0,1.07451,0.773728
"Rnf170",0.627572,0.705173,0.992147,0.795355,0.920791,3.28482,0.65473,0.572374,0.686917
"Rnf180",0,0.182687,1.5422,0,0,0,0,0,0
"Rnf181",45.7443,40.4322,37.4061,39.9821,18.8044,30.9612,44.2268,30.5713,35.6101
"Rnf182",0,0,0,0,0,0,0,0,0
"Rnf183",0,0.5442,0,0,0,0,1.01058,2.65039,0.53013
"Rnf185",5.2641,5.33948,3.46754,6.52423,3.77628,1.37068,5.3391,1.67627,7.24542
"Rnf186",0,0,0,0,0,0,1.15342,0,0
"Rnf187",62.7597,75.3405,61.4816,78.179,48.2057,46.7942,55.962,47.6997,47.7045
"Rnf19a",4.69022,2.7315,4.06916,2.89959,3.35689,2.99384,3.87875,6.52087,4.53898
"Rnf19b",84.5907,84.8256,75.8763,69.6967,40.3443,34.8907,73.0212,51.9809,54.7222
"Rnf2",24.2394,18.9914,27.3719,22.9876,19.9598,28.7694,32.2555,31.582,38.1278
"Rnf20",22.1848,21.8487,20.9471,38.8099,38.0173,33.575,29.9101,32.2385,29.6647
"Rnf207",0,0,0,0,0,0,0,0,0
"Rnf208",0,0.578326,0,0,0,0,1.07395,0,0
"Rnf214",6.5088,7.6793,4.63047,5.77425,6.68492,3.40682,8.14855,7.12357,8.01482
"Rnf215",3.76135,4.52824,2.12373,10.2149,6.89844,9.37502,9.81029,4.90074,4.4111
"Rnf216",14.429,16.2478,12.8571,18.5524,19.8874,15.1351,25.6252,18.6157,23.6159
"Rnf217",0,0,0,0,0,0,0,0,0
"Rnf219",8.30635,7.8449,9.05637,6.35254,4.72783,7.49601,5.60289,5.5512,10.3851
"Rnf220",4.85215,6.08493,10.9584,7.68673,5.08515,3.02345,7.23161,5.53172,5.69034
"Rnf222",0,0,0,0,0,0,0,0,0
"Rnf223",0,0,0,0,0,0,0,0,0
"Rnf224",0,0,0,0,0,0,0,0,0
"Rnf24",0.955974,1.22067,0,0.550726,0.956338,0.758144,1.13334,0.792642,0.713435
"Rnf25",20.1231,21.0689,33.2592,23.1845,34.8933,31.9174,28.628,27.5297,32.0377
"Rnf26",4.50382,6.00953,1.78005,0,2.47805,3.92896,0.587339,1.54038,3.69728
"Rnf31",17.7374,19.7659,19.1193,16.7203,14.518,6.394,17.9697,9.02454,11.0311
"Rnf32",0,0,0,0,0,0,1.06918,0,0
"Rnf34",18.0818,13.0718,17.8663,11.795,15.606,11.5985,11.7902,10.9134,21.4653
"Rnf38",2.53139,2.33897,4.25951,4.93563,2.51521,2.56365,5.62137,2.90368,2.68099
"Rnf39",0,0,0,0,0,0,0,0,0
"Rnf4",23.1799,19.3908,18.1881,23.7608,33.76,32.7108,20.4488,32.6443,32.4144
"Rnf40",19.4578,19.048,18.6433,30.638,15.5722,17.4886,27.374,17.2086,18.8776
"Rnf41",3.88091,7.33785,5.30952,6.62101,6.02269,1.30213,6.61832,5.78582,7.14791
"Rnf43",0,0.159308,0,0,0.832076,0,0.295824,0,0.310368
"Rnf44",20.638,24.1769,21.0109,24.1789,13.7935,18.7416,24.2056,13.2171,15.9892
"Rnf5",15.0188,16.7295,22.5155,19.6904,17.0968,4.51786,9.45524,18.8935,12.7544
"Rnf6",8.87639,7.68827,8.19129,7.02103,12.481,11.6151,5.40198,15.6488,7.99967
"Rnf7",31.5407,42.8924,31.6595,50.7596,31.2189,21.8373,30.0329,33.1044,32.8794
"Rnf8",11.9719,7.87087,2.01348,12.9129,7.47469,11.1105,11.9585,11.0351,8.36426
"Rnft1",2.42278,2.32023,3.91728,4.8849,2.82765,1.92144,3.734,4.51979,4.52025
"Rnft2",53.8698,66.976,28.4472,109.036,5.36246,16.6782,156.343,46.9417,50.4701
"Rngtt",11.7956,11.5974,14.4522,14.2017,19.0375,23.6671,16.3055,19.0956,13.5566
"Rnh1",135.051,120.313,120.031,114.567,115.325,123.888,95.1462,110.206,108.216
"Rnls",0.395303,1.1105,3.12506,2.5052,1.45013,0,2.06225,0,0.540876
"Rnmt",8.68608,9.12609,6.51579,19.0907,12.4501,17.7657,9.96126,16.3627,12.2069
"Rnmtl1",12.2759,11.6636,9.98907,6.86378,9.27066,9.44916,6.59191,6.58599,14.326
"Rnpc3",5.49753,5.14768,4.52666,8.70913,5.04133,15.9861,11.3514,7.31207,11.596
"Rnpep",39.0131,43.0589,49.2279,35.7498,40.5132,40.665,39.8419,27.3526,30.3708
"Rnpepl1",9.19826,12.9195,16.8789,9.36758,4.21748,5.73158,11.9954,5.9923,6.06781
"Rnps1",183.505,199.224,165.676,220.407,217.674,211.887,173.006,164.357,211.165
"Rnu11",16863.3,11500.2,14653.3,33345.9,56152.7,58426.2,36808.1,106352,42054
"Rnu12",23895.4,24509.2,16870.3,70274.7,22095.4,27492.3,48173.3,34746.1,25161.6
"Rnu6",117771,48689.2,206875,0,287994,114154,750855,387877,734057
"Rnu7",0,245159,290931,0,67501.8,160537,622433,545478,1154300
"Rnu73b",8796.75,6380.99,5489.62,2933.84,0,4038.92,6037.78,12667.9,0
"Robo1",0,0,0,0,0,0,0,0.144281,0
"Robo2",0.11883,0.417266,0,0.376499,0,0,0.464897,0,0
"Robo3",0.206039,0,0,0,0,0,0,0,0
"Robo4",0,0,0,0,0,0,0,0,0
"Rock1",9.81243,13.4541,12.6195,8.38923,11.9976,12.2286,11.5776,12.4297,13.3188
"Rock2",8.77316,10.3946,13.9169,5.67279,9.63227,19.7842,7.0047,7.75657,7.18575
"Rogdi",12.1324,15.9408,13.9213,17.36,17.2268,10.2424,6.12456,8.92362,4.81924
"Rom1",0.703585,0.4941,0,2.22923,0,3.06891,0.91754,0,0
"Romo1",197.079,287.634,212.744,226.764,217.869,291.459,219.148,157.74,170.54
"Ropn1",0,0,0,0,0,0,0,0,0
